x,y,z,type
54.414993693474784,57.76871347807504,0.0,wedge
62.81948101995055,57.794165318809064,0.0,wedge
65.96793382545492,57.6936796563259,0.0,trisector
67.81748705407287,57.35575879492188,0.0,trisector
67.567291832975,57.79842686692621,0.0,wedge
74.0,58.0,0.0,trisector
75.0,58.0,0.0,wedge
32.025625284938165,58.73645049341263,0.0,wedge
34.673851348078266,58.172301682260795,0.0,trisector
51.16485008007328,58.51747475177601,0.0,wedge
56.83266047161216,58.695323678632576,0.0,wedge
56.394611442614206,58.79804719972229,0.0,trisector
57.837441451116,58.37377522417951,0.0,wedge
57.2382320487757,58.630239397950575,0.0,trisector
64.94684913500964,58.94177175349503,0.0,wedge
30.227658178822864,59.22765817882287,0.0,trisector
30.0,60.0,0.0,wedge
33.340864076402454,59.766418487552116,0.0,trisector
42.2193880686795,59.35753667916507,0.0,wedge
63.0,60.0,0.0,wedge
64.0,60.0,0.0,trisector
37.17589865236104,60.84418969350621,0.0,wedge
43.68864507899991,60.45456187929831,0.0,trisector
48.78044909835543,60.6026285379864,0.0,trisector
48.32193782437797,60.82141498332916,0.0,wedge
53.00001907312254,61.0,0.0,wedge
58.0,61.0,0.0,wedge
62.0,61.0,0.0,trisector
43.90189540505802,61.63626530850223,0.0,wedge
44.73494874208598,61.61849809213686,0.0,wedge
44.34609175365159,61.66198380045761,0.0,trisector
48.0,62.0,0.0,trisector
52.0,62.0,0.0,wedge
55.0,62.0,0.0,trisector
56.0,62.0,0.0,wedge
36.0,63.0,0.0,wedge
40.0,63.0,0.0,trisector
43.0,63.0,0.0,wedge
44.0,63.0,0.0,trisector
45.0,63.0,0.0,wedge
46.0,63.0,0.0,trisector
